Gene1	Gene2	Chromosome1	Chromosome2	Breakpoint1	Breakpoint2	FusionStrand1	FusionStrand2	GeneStrand1	GeneStrand2	type	site1	site2	transcript_id1	transcript_id2	reading_frame	5p_role	3p_role
PKN1	NDUFB7	19	19	14446561	14566933	+	-	+	-	inversion	CDS/splice-site	CDS/splice-site	ENST00000242783	ENST00000215565	in-frame	['Kinases']	[]
CAMK2G	SYNPO2L	10	10	73837468	73654280	-	-	-	-	deletion/read-through	CDS/splice-site	CDS/splice-site	ENST00000322680	ENST00000394810	in-frame	['Kinases']	[]
RBPMS	UBXN8	8	8	30479377	30744328	+	+	+	+	deletion/read-through	CDS/splice-site	CDS/splice-site	ENST00000320203	ENST00000620074	in-frame	[]	[]
AKT1	NUDT14	14	14	104792598	105177735	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000349310	ENST00000392568	out-of-frame	['Kinases', 'Cancer']	[]
GAK	LETM1	4	4	913607	1825683	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000314167	ENST00000302787	in-frame	['Kinases']	[]
ARHGAP24	PTPN13	4	4	85974961	86722212	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000395184	ENST00000436978	in-frame	[]	['Cancer', 'Tumour Suppressor']
GOLPH3	ZFR	5	5	32135572	32355939	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000265070	ENST00000265069	out-of-frame	['Cancer']	[]
PPFIBP1	DERA	12	12	27578239	15956936	+	+	+	+	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000540114	ENST00000428559	.	['Cancer']	[]
NUP214	FNBP1	9	9	131136006	129994958	+	-	+	-	inversion	CDS/splice-site	CDS/splice-site	ENST00000359428	ENST00000443566	in-frame	['Cancer']	['Cancer']
PTPN3	ZNF595	9	4	109404448	59430	-	+	-	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000262539	ENST00000610261	in-frame	[]	[]
FOXP1	CLEC1B	3	12	71130498	9999300	-	-	-	-	translocation	CDS/splice-site	5'UTR/splice-site	ENST00000674446	ENST00000428126	out-of-frame	['Cancer']	[]
DNA2	RBM39	10	20	68469981	35740887	-	-	-	-	translocation	CDS/splice-site	5'UTR/splice-site	ENST00000358410	ENST00000253363	in-frame	[]	[]
AC097634.4	CLEC1B	3	12	71198202	9999300	-	-	-	-	translocation	CDS/splice-site	5'UTR/splice-site	ENST00000647725	ENST00000428126	out-of-frame	[]	[]
ACBD6	FANCD2	1	3	180397516	10042559	-	+	-	+	translocation	CDS/splice-site	CDS/splice-site	ENST00000645415	ENST00000675286	in-frame	['Cancer']	['Cancer', 'Tumour Suppressor']
RORA	SPG11	15	15	60592387	44629388	-	-	-	-	deletion	CDS/splice-site	CDS/splice-site	ENST00000449337	ENST00000261866	in-frame	[]	[]
CHURC1-FNTB	SPATA7	14	14	64924126	88416711	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000549987	ENST00000556553	in-frame	[]	[]
SNAP47	SMYD3	1	1	227767083	245764149	+	-	+	-	inversion	CDS/splice-site	CDS/splice-site	ENST00000366760	ENST00000490107	out-of-frame	[]	[]
ZNRF3	HSCB	22	22	28884066	28743882	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000544604	ENST00000216027	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
C6orf89	ADAM18	6	8	36894603	39692600	+	+	+	+	translocation	5'UTR/splice-site	CDS/splice-site	ENST00000480824	ENST00000265707	.	[]	[]
EIF4G3	ECE1	1	1	21050866	21290156	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000634879	ENST00000649812	.	[]	[]
IAH1	LCLAT1	2	2	9484550	30525587	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000481367	ENST00000309052	.	[]	[]
CABIN1	SLC2A11	22	22	24011728	23882459	+	+	+	+	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000398319	ENST00000345044	.	[]	[]
INPP1	PMS1	2	2	190360306	189791790	+	+	+	+	duplication	CDS/splice-site	5'UTR/splice-site	ENST00000322522	ENST00000624204	out-of-frame	[]	['Cancer']
SLC12A8	ZNF148	3	3	125211299	125232654	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000469902	ENST00000468369	out-of-frame	[]	[]
COBL	TMEM256	7	17	51136158	7403689	-	-	-	-	translocation	CDS/splice-site	CDS/splice-site	ENST00000395542	ENST00000302422	out-of-frame	[]	[]
LPP	TPRG1	3	3	188406313	189310386	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000618621	ENST00000433971	out-of-frame	['Cancer']	[]
CABIN1	AP000350.4	22	22	24011728	23894772	+	+	+	+	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000398319	ENST00000433835	.	[]	[]
NHSL1	PTPRT	6	20	138496219	42791466	-	-	-	-	translocation	CDS/splice-site	CDS/splice-site	ENST00000343505	ENST00000373201	in-frame	[]	['Cancer', 'Tumour Suppressor']
NASP	MMACHC	1	1	45584205	45507356	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000537798	ENST00000401061	out-of-frame	[]	[]
HK1	SUSD1	10	9	69319010	112063033	+	-	+	-	translocation	CDS/splice-site	CDS/splice-site	ENST00000359426	ENST00000374270	out-of-frame	[]	['Cancer']
KAZN	ZNF569	1	19	15044159	37465473	+	-	+	-	translocation	CDS/splice-site	5'UTR/splice-site	ENST00000636203	ENST00000316950	out-of-frame	[]	[]
RESF1	PPFIA2	12	12	31960871	81299382	+	-	+	-	inversion	5'UTR/splice-site	CDS/splice-site	ENST00000312561	ENST00000549396	.	[]	[]
CYP2U1-AS1	SGMS2	4	4	107873330	107895310	-	+	-	+	inversion	exon/splice-site	5'UTR/splice-site	ENST00000656249	ENST00000394684	.	[]	[]
ZNF224	LINC01863	19	5	44102591	173626300	+	-	+	.	translocation	intron	intergenic	.	.	.	[]	[]
MED13L	AC079384.2	12	12	116237468	116304370	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000281928	.	out-of-frame	[]	[]
ZNF224	BOD1	19	5	44102591	173626300	+	-	+	.	translocation	intron	intergenic	.	.	.	[]	[]
NAPEPLD	RELN	7	7	103103051	104073049	-	-	-	.	duplication	3'UTR/splice-site	intergenic	ENST00000422589	.	stop-codon	[]	[]
USP32	BRIP1	17	17	60345481	61617808	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000300896	.	out-of-frame	[]	['Cancer', 'Tumour Suppressor']
NAPEPLD	ORC5	7	7	103103051	104073049	-	-	-	.	duplication	3'UTR/splice-site	intergenic	ENST00000422589	.	stop-codon	[]	[]
DENND4B	GATAD2B	1	1	153937488	153828348	-	-	-	-	deletion/read-through	CDS/splice-site	5'UTR/splice-site	ENST00000361217	ENST00000368655	out-of-frame	[]	[]
DTNB	AC096570.1	2	2	25659025	22508078	-	-	-	-	deletion	intron	intron	.	.	.	[]	[]
USP32	NACA2	17	17	60345481	61617808	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000300896	.	out-of-frame	[]	[]
AC004951.4	RSRC1	7	3	44013593	158537092	-	+	-	+	translocation	exon/splice-site	CDS/splice-site	ENST00000454572	ENST00000480820	.	[]	[]
RASGEF1B	HNRNPA3P13	4	4	81471770	82101239	-	-	-	.	duplication	5'UTR/splice-site	intergenic	ENST00000264400	.	.	[]	[]
YEATS2	KLHL24	3	3	183728851	183630869	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000305135	.	out-of-frame	[]	[]
YEATS2	AC068769.1	3	3	183728851	183630869	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000305135	.	out-of-frame	[]	[]
PPP4R2	RNU1-62P	3	3	72998158	72572510	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000356692	.	out-of-frame	[]	[]
PPP4R2	AC104435.2	3	3	72998158	72572510	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000356692	.	out-of-frame	[]	[]
NUP93	AC109462.1	16	16	56798538	55257719	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000308159	.	out-of-frame	[]	[]
NUP93	AC109136.1	16	16	56798538	55257719	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000308159	.	out-of-frame	[]	[]
CDC16	CFAP97D2	13	13	114265240	114216022	+	+	+	+	duplication	CDS/splice-site	intron	ENST00000356221	ENST00000635901	out-of-frame	[]	[]
SMC2	AL590381.1	9	9	104132125	103997981	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000286398	.	out-of-frame	[]	[]
SMC2	RNA5SP291	9	9	104132125	103997981	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000286398	.	out-of-frame	[]	[]
INTS1	MAFK	7	7	1499884	1522081	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000404767	.	out-of-frame	[]	[]
INTS1	AC093734.1	7	7	1499884	1522081	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000404767	.	out-of-frame	[]	[]
SORL1	BMPR1AP2	11	11	121577400	121354895	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000260197	.	out-of-frame	[]	[]
SORL1	SC5D	11	11	121577400	121354895	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000260197	.	out-of-frame	[]	[]
CNOT8	LARP1	5	5	154875874	154800978	+	+	+	+	duplication	3'UTR	intron	ENST00000517876	.	.	[]	[]
PAQR5	NOX5	15	15	69389780	68982142	+	+	+	+	duplication	CDS/splice-site	intron	ENST00000395407	.	out-of-frame	[]	[]
PAQR5	AC027088.1	15	15	69389780	68982142	+	+	+	+	duplication	CDS/splice-site	intron	ENST00000395407	.	out-of-frame	[]	[]
POLR2J4	RSRC1	7	3	44013593	158537092	-	+	-	+	translocation	exon/splice-site	CDS/splice-site	ENST00000427076	ENST00000480820	.	[]	[]
DENND4B	GATAD2B	1	1	153933984	153904479	-	-	-	-	deletion/read-through	intron	intron	ENST00000361217	.	stop-codon	[]	[]
FAM227A	IGLC4	22	22	38622723	22912042	-	-	-	.	deletion	intron	intergenic	.	.	.	[]	[]
FAM227A	IGLJ5	22	22	38622723	22912042	-	-	-	.	deletion	intron	intergenic	.	.	.	[]	[]
EPB41L1	FP671120.4	20	21	36112480	8222961	+	+	+	+	translocation	5'UTR/splice-site	exon/splice-site	ENST00000441639	ENST00000623664	.	[]	[]
HAUS6	ADAMTSL1	9	9	19063008	18333048	-	+	-	+	inversion	CDS/splice-site	intron	ENST00000380502	.	out-of-frame	[]	[]
TET3	FNBP1P1	2	2	73986706	74120009	+	+	+	.	deletion/read-through	CDS/splice-site	intergenic	ENST00000409262	.	out-of-frame	[]	[]
TBL1XR1	AC117465.1	3	3	177098466	177425682	-	-	-	.	duplication	5'UTR/splice-site	intergenic	ENST00000457928	.	.	['Cancer', 'Tumour Suppressor']	[]
TBL1XR1	LINC00578	3	3	177098466	177425682	-	-	-	.	duplication	5'UTR/splice-site	intergenic	ENST00000457928	.	.	['Cancer', 'Tumour Suppressor']	[]
XAB2	STXBP2	19	19	7622727	7647159	-	+	-	+	inversion	intron	exon	ENST00000358368	ENST00000599278	out-of-frame	[]	[]
LAMA5	AL499627.2	20	20	62351704	62499686	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000252999	.	out-of-frame	[]	[]
LAMA5	AL499627.1	20	20	62351704	62499686	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000252999	.	out-of-frame	[]	[]
AC015688.4	LGALS9DP	17	17	27640765	27748311	+	+	+	+	deletion/read-through	3'UTR	exon	ENST00000584605	ENST00000580112	.	[]	[]
IL27RA	RFX1	19	19	14042789	14011010	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000263379	.	out-of-frame	[]	[]
IL27RA	RLN3	19	19	14042789	14011010	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000263379	.	out-of-frame	[]	[]
WT1	CCDC73	11	11	32416490	32805014	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000452863	.	.	['Cancer', 'Tumour Suppressor']	[]
WT1	PRRG4	11	11	32416490	32805014	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000452863	.	.	['Cancer', 'Tumour Suppressor']	[]
DHX8	TMED3	17	15	43490463	79344656	+	+	+	+	translocation	CDS/splice-site	intron	ENST00000650571	ENST00000424155	out-of-frame	[]	[]
CPSF6	CPM	12	12	69257905	69072182	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000435070	.	out-of-frame	[]	[]
MATR3	AC011379.2	5	5	139325210	140133039	+	+	+	.	deletion	intron	intergenic	.	.	.	[]	[]
MATR3	IGIP	5	5	139325210	140133039	+	+	+	.	deletion	intron	intergenic	.	.	.	[]	[]
CPSF6	AC127894.1	12	12	69257905	69072182	+	-	+	.	inversion	CDS/splice-site	intergenic	ENST00000435070	.	out-of-frame	[]	[]
XPR1	OVAAL	1	1	180682411	180601232	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000367590	.	out-of-frame	[]	[]
KDM4B	MYDGF	19	19	5016339	4672703	+	+	+	.	duplication	5'UTR/splice-site	intergenic	ENST00000159111	.	.	[]	[]
KDM4B	DPP9	19	19	5016339	4672703	+	+	+	.	duplication	5'UTR/splice-site	intergenic	ENST00000159111	.	.	[]	[]
APPL1	ERC2	3	3	57242914	56099708	+	-	+	-	inversion	CDS/splice-site	intron	ENST00000650354	.	out-of-frame	[]	[]
MATR3	AC011379.2	5	5	139322967	140144978	+	+	+	.	deletion	CDS/splice-site	intergenic	ENST00000394805	.	out-of-frame	[]	[]
CHODL	VN1R88P	21	19	17917400	22867149	+	-	+	.	translocation	5'UTR/splice-site	intergenic	ENST00000400128	.	.	[]	[]
CHODL	AC022145.1	21	19	17917400	22867149	+	-	+	.	translocation	5'UTR/splice-site	intergenic	ENST00000400128	.	.	[]	[]
MATR3	IGIP	5	5	139322967	140144978	+	+	+	.	deletion	CDS/splice-site	intergenic	ENST00000394800	.	out-of-frame	[]	[]
GATAD2A	AC011477.8	19	19	19505627	19774321	+	+	+	+	deletion/read-through	3'UTR	exon	ENST00000360315	ENST00000654130	.	[]	[]
ATP2C1	CLSTN2	3	3	130986072	140036282	+	+	+	+	deletion	intron	intron	.	.	.	[]	[]
SEC61A1	CA13	3	8	128053201	85319684	+	+	+	.	translocation	intron	intergenic	.	.	.	[]	[]
SEC61A1	CA1	3	8	128053201	85319684	+	+	+	.	translocation	intron	intergenic	.	.	.	[]	[]
MUC16	ZNF699	19	19	8865584	9314744	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000397910	.	out-of-frame	['Cancer']	[]
MUC16	ZNF559	19	19	8865584	9314744	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000397910	.	out-of-frame	['Cancer']	[]
ZMYND8	LINC01754	20	20	47347856	47439009	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000441977	.	out-of-frame	[]	[]
ZMYND8	RPL35AP	20	20	47347856	47439009	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000441977	.	out-of-frame	[]	[]
MED13	GRAP	17	17	62063067	19057383	-	+	-	.	inversion	CDS/splice-site	intergenic	ENST00000397786	.	out-of-frame	[]	[]
MED13	SNORD3B-1	17	17	62063067	19057383	-	+	-	.	inversion	CDS/splice-site	intergenic	ENST00000397786	.	out-of-frame	[]	[]
ARHGAP23	TBC1D3H	17	17	38491532	36389040	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000622683	.	out-of-frame	[]	[]
ARHGAP23	RNU6-1192P	17	17	38491532	36389040	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000622683	.	out-of-frame	[]	[]
FANCD2	EMC3-AS1	3	3	10039357	10006807	+	+	+	+	duplication	CDS/splice-site	exon/splice-site	ENST00000675286	ENST00000430621	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
MUC16	OR7E24	19	19	8882811	9245864	-	-	-	.	duplication	CDS	intergenic	ENST00000397910	.	out-of-frame	['Cancer']	[]
MUC16	OR7D1P	19	19	8882811	9245864	-	-	-	.	duplication	CDS	intergenic	ENST00000397910	.	out-of-frame	['Cancer']	[]
ARHGAP23	TBC1D3L	17	17	38491532	37989666	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000622683	.	out-of-frame	[]	[]
ARHGAP23	TBC1D3D	17	17	38491532	37989666	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000622683	.	out-of-frame	[]	[]
MUC16	OR1M1	19	19	8975401	9099328	-	-	-	.	duplication	CDS	intergenic	ENST00000397910	.	out-of-frame	['Cancer']	[]
MUC16	OR7G2	19	19	8975401	9099328	-	-	-	.	duplication	CDS	intergenic	ENST00000397910	.	out-of-frame	['Cancer']	[]
OR1M4P	PECAM1	19	17	9035637	64323845	-	-	-	-	translocation	intergenic	CDS/splice-site	.	ENST00000563924	.	[]	[]
MUC16	OR1M4P	19	19	8993995	9083411	-	-	-	-	duplication	intergenic	intergenic	.	ENST00000589199	.	['Cancer']	[]
MAP4	SPINK8	3	3	47977865	48319618	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000395734	ENST00000434006	out-of-frame	[]	[]
ZMYND8	RPL35AP	20	20	47347856	47439009	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000446894	.	out-of-frame	[]	[]
ZMYND8	LINC01754	20	20	47347856	47439009	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000446894	.	out-of-frame	[]	[]
PTPN14	CENPF	1	1	214355625	214797425	-	-	-	.	duplication	3'UTR	intergenic	ENST00000366956	.	.	[]	[]
TTC30A	PDE11A	2	2	177617182	177864581	-	-	-	-	duplication	CDS	intron	ENST00000355689	.	out-of-frame	[]	[]
PTPN14	GAPDHP24	1	1	214355625	214797425	-	-	-	.	duplication	3'UTR	intergenic	ENST00000366956	.	.	[]	[]
ITPR2	C5orf67	12	5	26832690	56571880	-	-	-	-	translocation	CDS/splice-site	intron	ENST00000381340	.	out-of-frame	['Cancer']	[]
MACF1	MIR1471	1	2	39424194	231898351	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000361689	.	out-of-frame	[]	[]
MACF1	NPPC	1	2	39424194	231898351	+	-	+	.	translocation	CDS/splice-site	intergenic	ENST00000361689	.	out-of-frame	[]	[]
DLGAP1	DLGAP1-AS4	18	18	3534194	3993091	-	+	-	+	inversion	CDS/splice-site	exon/splice-site	ENST00000315677	ENST00000652891	out-of-frame	[]	[]
PSMG2	CEP76	18	18	12703164	12699905	+	-	+	-	inversion	CDS/splice-site	CDS/splice-site	ENST00000317615	ENST00000262127	in-frame	[]	[]
SEC22B	GAS2L3	1	12	120168840	100636552	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000578049	.	out-of-frame	[]	[]
ADAMTS16	LSINCT5	5	5	5262783	2707152	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000274181	.	out-of-frame	[]	[]
ADAMTS16	AC092266.1	5	5	5262783	2707152	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000274181	.	out-of-frame	[]	[]
SEC22B	ANO4	1	12	120168840	100636552	-	-	-	.	translocation	CDS/splice-site	intergenic	ENST00000578049	.	out-of-frame	[]	[]
RNVU1-2A	PUS7L	1	12	144529009	43728306	-	-	-	-	translocation	intergenic	3'UTR	.	ENST00000344862	.	[]	[]
RNVU1-26	PUS7L	1	12	144529009	43728306	-	-	-	-	translocation	intergenic	3'UTR	.	ENST00000344862	.	[]	[]
TOR1AIP1	TNR	1	1	179918080	175847306	+	+	+	.	duplication	CDS	intergenic	ENST00000606911	.	out-of-frame	[]	[]
SCYL3	KIFAP3	1	1	169866909	170079870	-	-	-	-	duplication	CDS	intron	ENST00000367771	.	out-of-frame	['Kinases']	[]
TOR1AIP1	LINC01657	1	1	179918080	175847306	+	+	+	.	duplication	CDS	intergenic	ENST00000606911	.	out-of-frame	[]	[]
CYP51A1P2	HEPACAM2	13	7	28723140	93181558	-	-	-	.	translocation	exon	intergenic	ENST00000419457	.	.	[]	[]
CYP51A1P2	SAMD9L	13	7	28723140	93181558	-	-	-	.	translocation	exon	intergenic	ENST00000419457	.	.	[]	[]
PKIA	AC062004.1	8	8	78572939	77991360	+	+	+	.	duplication	5'UTR/splice-site	intergenic	ENST00000396418	.	.	[]	[]
CTNNA1	HSPA9	5	5	138917898	138583828	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000627109	.	out-of-frame	['Cancer', 'Tumour Suppressor']	[]
ERLEC1	AC069157.2	2	2	53787372	53373128	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000185150	.	out-of-frame	[]	[]
ERLEC1	AC010967.1	2	2	53787372	53373128	+	+	+	.	duplication	CDS/splice-site	intergenic	ENST00000185150	.	out-of-frame	[]	[]
PAPOLA	AC005357.2	14	19	96531586	27956202	+	+	+	+	translocation	CDS/splice-site	exon/splice-site	ENST00000216277	ENST00000586473	out-of-frame	[]	[]
PKIA	AC084706.1	8	8	78572939	77991360	+	+	+	.	duplication	5'UTR/splice-site	intergenic	ENST00000396418	.	.	[]	[]
SNX2	LINC02216	5	5	122775211	118579654	+	+	+	+	duplication	CDS/splice-site	exon/splice-site	ENST00000379516	ENST00000513366	out-of-frame	[]	[]
USP34	AC093159.2	2	2	61394853	62340512	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000398571	.	out-of-frame	[]	[]
PAPOLA	AC006504.5	14	19	96531586	27956202	+	+	+	+	translocation	CDS/splice-site	exon/splice-site	ENST00000216277	ENST00000667566	out-of-frame	[]	[]
NBAS	AC010145.1	2	2	15461201	15970908	-	-	-	.	duplication	CDS/splice-site	intergenic	ENST00000281513	.	out-of-frame	[]	[]
PEX14	AC004009.1	1	7	10536297	27332805	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000356607	.	out-of-frame	[]	[]
PEX14	HNRNPA1P73	1	7	10536297	27332805	+	+	+	.	translocation	CDS/splice-site	intergenic	ENST00000356607	.	out-of-frame	[]	[]
MRPL27	LUC7L3	17	17	50369023	50719396	-	-	-	.	duplication	3'UTR	intergenic	ENST00000442592	.	.	[]	[]
MRPL27	ANKRD40	17	17	50369023	50719396	-	-	-	.	duplication	3'UTR	intergenic	ENST00000442592	.	.	[]	[]
CCDC88C	DUXAP10	14	14	91408659	19269380	-	-	-	-	deletion	CDS/splice-site	exon/splice-site	ENST00000389857	ENST00000648085	out-of-frame	[]	[]
TMEM30A	FILIP1	6	6	75284402	75414978	-	-	-	-	duplication	CDS/splice-site	5'UTR/splice-site	ENST00000230461	ENST00000393004	in-frame	[]	[]
TBL1XR1	KCNMB2-AS1	3	3	177197121	178526625	-	-	-	-	duplication	5'UTR/splice-site	exon/splice-site	ENST00000457928	ENST00000437488	.	['Cancer', 'Tumour Suppressor']	[]
TNFRSF10B	UBE2V2	8	8	23068751	48043033	-	+	-	+	inversion	CDS/splice-site	CDS/splice-site	ENST00000276431	ENST00000523111	out-of-frame	[]	[]
PRKDC	CHRNB3	8	8	47939551	42704349	-	+	-	+	inversion	CDS/splice-site	5'UTR/splice-site	ENST00000314191	ENST00000534391	out-of-frame	['Kinases']	[]
GNL2	RSPO1	1	1	37593762	37632353	-	-	-	-	duplication	CDS/splice-site	5'UTR/splice-site	ENST00000373062	ENST00000356545	out-of-frame	[]	[]
CDC16	CFAP97D2	13	13	114265240	114222501	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000356221	ENST00000636692	out-of-frame	[]	[]
ZNF420	LIPE-AS1	19	19	37008082	42651087	+	+	+	+	deletion	5'UTR/splice-site	exon/splice-site	ENST00000590332	ENST00000594624	.	[]	[]
UBE2E3	AL133304.3	2	14	180984093	35998410	+	+	+	+	translocation	CDS/splice-site	exon/splice-site	ENST00000602303	ENST00000550089	out-of-frame	[]	[]
CDC16	CFAP97D2	13	13	114265240	114222498	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000356221	ENST00000635901	out-of-frame	[]	[]
PPP1R16A	ADCK5	8	8	144490212	144383081	+	+	+	+	duplication	5'UTR/splice-site	CDS/splice-site	ENST00000526183	ENST00000529654	.	[]	['Kinases']
MRPL15	TMEM68	8	8	54137433	55696834	+	-	+	-	inversion	CDS/splice-site	3'UTR/splice-site	ENST00000260102	ENST00000522470	out-of-frame	[]	[]
ADIPOR2	WNK1	12	12	1691213	871265	+	+	+	+	duplication	exon/splice-site	CDS/splice-site	ENST00000540974	ENST00000315939	.	[]	['Kinases']
TRPC4AP	UQCC1	20	20	35049866	35394196	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000451813	ENST00000374384	in-frame	[]	[]
PPP1R12C	AC005498.3	19	19	55112467	56547271	-	-	-	-	duplication	CDS/splice-site	exon/splice-site	ENST00000263433	ENST00000596587	out-of-frame	[]	[]
LCLAT1	LINC01936	2	2	30447383	30349937	+	+	+	+	duplication	5'UTR/splice-site	exon/splice-site	ENST00000379509	ENST00000670470	.	[]	[]
RTN4IP1	LINC02532	6	6	106619202	106705613	-	-	-	-	duplication	CDS/splice-site	exon/splice-site	ENST00000369063	ENST00000669890	out-of-frame	[]	[]
ADIPOR2	WNK1	12	12	1691213	878212	+	+	+	+	duplication	exon/splice-site	CDS/splice-site	ENST00000357103	ENST00000537687	.	[]	['Kinases']
FIGN	AC016766.1	2	2	163734903	163749907	-	-	-	-	duplication	CDS/splice-site	exon/splice-site	ENST00000409634	ENST00000429636	out-of-frame	[]	[]
SMC2	AL590381.1	9	9	104132125	103997981	+	+	+	+	duplication	CDS/splice-site	intergenic	ENST00000286398	ENST00000647310	out-of-frame	[]	[]
LRMDA	ZNF503-AS2	10	10	75438494	75407255	+	+	+	+	duplication	CDS/splice-site	exon/splice-site	ENST00000611255	ENST00000466942	out-of-frame	[]	[]
TMEM123	MMP20	11	11	102448236	102579142	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000526676	ENST00000260228	out-of-frame	[]	[]
ACTN4	ZNF525	19	19	38727103	53380722	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000252699	ENST00000467003	out-of-frame	['Cancer']	[]
RPL5	TUBA1A	1	12	92834913	49186833	+	-	+	-	translocation	CDS/splice-site	CDS/splice-site	ENST00000370321	ENST00000301071	in-frame	['Cancer', 'Tumour Suppressor']	[]
SEC31A	HNRNPD	4	4	82874611	82359639	-	-	-	-	deletion	CDS/splice-site	CDS/splice-site	ENST00000355196	ENST00000313899	out-of-frame	['Cancer']	[]
KDM2B	KIF9-AS1	12	3	121453120	47239615	-	+	-	+	translocation	CDS/splice-site	exon/splice-site	ENST00000377071	ENST00000429315	out-of-frame	[]	[]
FRYL	AC118282.1	4	4	48780078	49238076	-	-	-	-	duplication	5'UTR/splice-site	intron	ENST00000358350	ENST00000506408	.	['Cancer']	[]
LIPE-AS1	MYH11	19	16	42397224	15786732	+	-	+	-	translocation	exon/splice-site	CDS/splice-site	ENST00000593491	ENST00000300036	.	[]	['Cancer']
ATP2C1	CLSTN2	3	3	130975488	140175951	+	+	+	+	deletion	CDS/splice-site	CDS/splice-site	ENST00000504381	ENST00000458420	in-frame	[]	[]
FLNB	SLMAP	3	3	58169793	57865242	+	+	+	+	duplication	CDS/splice-site	CDS/splice-site	ENST00000358537	ENST00000383718	in-frame	[]	[]
ZMYND8	LINC01754	20	20	47347856	47397345	-	-	-	-	duplication	CDS/splice-site	exon/splice-site	ENST00000441977	ENST00000437920	out-of-frame	[]	[]
NXN	ABR	17	17	979319	1100735	-	-	-	-	duplication	CDS/splice-site	CDS/splice-site	ENST00000336868	ENST00000544583	in-frame	[]	['Kinases']
IL1R1	IL1R2	2	2	102069814	102008515	+	+	+	+	duplication	5'UTR/splice-site	5'UTR/splice-site	ENST00000452403	ENST00000332549	.	[]	[]
